time,ecg
215.0000,-0.1167
215.2500,0.0922
215.5000,-0.0564
215.7500,-0.0281
216.0000,0.0332
216.2500,0.0078
216.5000,0.0898
216.7500,0.0187
217.0000,0.0471
217.2500,0.1547
217.5000,0.0249
217.7500,0.0351
218.0000,0.2425
218.2500,-0.0388
218.5000,-0.0303
218.7500,0.3295
219.0000,0.0070
219.2500,-0.0264
219.5000,0.2783
219.7500,-0.0227
220.0000,-0.0062
220.2500,0.2514
220.5000,-0.0680
220.7500,0.0184
221.0000,0.2080
221.2500,-0.0975
221.5000,0.0095
221.7500,0.0980
222.0000,0.0136
222.2500,0.0229
222.5000,-0.0060
222.7500,0.8415
223.0000,-0.0062
223.2500,0.0035
223.5000,0.8953
223.7500,0.0900
224.0000,-0.0088
224.2500,0.2797
224.5000,0.1279
224.7500,0.0331
225.0000,0.0382
225.2500,-0.0129
225.5000,0.2040
225.7500,0.0409
