time,ecg
0.0,0.0069
0.25,0.0001
0.5,-0.0091
0.75,0.0706
1.0,-0.0047
1.25,0.107
1.5,0.0767
1.75,-0.0003
2.0,0.0035
2.25,-0.0214
2.5,0.0113
2.75,0.0012
3.0,-0.0037
3.25,-0.004
3.5,0.0569
3.75,-0.0136
4.0,0.0113
4.25,0.08
4.5,0.0785
4.75,0.005
5.0,0.0043
5.25,0.0032
5.5,0.0185
5.75,0.0389
6.0,-0.0011
6.25,0.0116
6.5,0.0145
6.75,0.0032
7.0,-0.0901
7.25,-0.0421
7.5,-0.0273
7.75,-0.016
8.0,-0.0289
8.25,0.0186
8.5,0.1131
8.75,-0.016
9.0,-0.0161
9.25,0.0113
9.5,0.02
9.75,0.3123
10.0,0.4509
10.25,-0.0162
10.5,0.0235
10.75,-0.0162
11.0,0.1516
11.25,-0.0148
11.5,0.7617
11.75,0.3229
12.0,0.0118
12.25,0.2167
12.5,0.3772
12.75,-0.002
13.0,-0.0064
13.25,0.0134
13.5,-0.0172
13.75,0.1283
14.0,0.0014
14.25,0.0139
14.5,0.0073
14.75,0.008
15.0,0.0173
15.25,-0.0022
15.5,-0.0094
15.75,0.0855
16.0,0.092
16.25,0.1193
16.5,-0.0154
16.75,0.1309
17.0,0.3583
17.25,-0.0128
17.5,-0.0009
17.75,0.0067
18.0,0.0026
18.25,-0.0319
18.5,0.0604
18.75,0.0112
19.0,-0.0107
19.25,-0.014
19.5,0.0082
19.75,0.3329
20.0,0.0108
20.25,0.0855
20.5,0.0093
20.75,0.1073
21.0,0.0038
21.25,0.2813
21.5,-0.0134
21.75,0.1569
22.0,0.0216
22.25,0.0006
22.5,0.1485
22.75,0.0085
23.0,0.0785
23.25,0.0041
23.5,0.0232
23.75,0.0706
24.0,0.0005
24.25,0.0109
24.5,0.0029
24.75,0.0284
25.0,-0.0063
25.25,0.0419
25.5,-0.0029
25.75,0.0507
26.0,0.0144
26.25,0.0083
26.5,-0.0706
26.75,0.0053
27.0,-0.0197
27.25,0.0174
27.5,0.0004
27.75,0.0037
28.0,0.0611
28.25,-0.027
28.5,0.057
28.75,0.0037
29.0,0.0572
29.25,-0.0183
29.5,0.0025
29.75,-0.0179
30.0,0.0123
30.25,-0.0096
30.5,0.0093
30.75,0.0042
31.0,-0.0028
31.25,-0.0049
31.5,0.0054
31.75,0.1015
32.0,0.016
32.25,-0.0198
32.5,0.0656
32.75,0.0147
33.0,0.0653
33.25,-0.0048
33.5,-0.0048
33.75,0.0357
34.0,-0.0073
34.25,-0.0033
34.5,0.7626
34.75,0.0132
35.0,0.0442
35.25,0.0372
35.5,0.0034
35.75,0.0185
36.0,-0.0208
36.25,-0.0128
36.5,0.0012
36.75,-0.0032
37.0,0.0734
37.25,0.0048
37.5,-0.0087
37.75,0.0116
38.0,0.0823
38.25,0.0182
38.5,-0.0011
38.75,0.0076
39.0,-0.114
39.25,-0.0882
39.5,-0.0835
39.75,-0.0028
40.0,-0.0071
40.25,0.1406
40.5,-0.0206
40.75,0.1413
41.0,0.0162
41.25,0.0438
41.5,-0.0103
41.75,0.026
42.0,0.1485
42.25,0.0076
42.5,0.0685
42.75,0.0815
43.0,0.1348
43.25,0.0461
43.5,0.014
43.75,-0.0252
44.0,0.0108
44.25,0.0057
44.5,0.0243
44.75,0.0746
45.0,0.0022
45.25,0.0691
45.5,0.599
45.75,-0.0264
46.0,0.8282
46.25,0.1008
46.5,0.0665
46.75,0.0588
47.0,0.1128
47.25,0.0044
47.5,0.0099
47.75,0.0653
48.0,0.0035
48.25,0.1599
48.5,-0.013
48.75,0.152
49.0,0.7646
49.25,0.072
49.5,0.0044
49.75,0.1301
50.0,0.1286
50.25,0.1512
50.5,0.0214
50.75,-0.0291
51.0,0.0101
51.25,0.0107
51.5,-0.0285
51.75,-0.0019
52.0,0.1141
52.25,0.7969
52.5,0.3317
52.75,0.0378
53.0,-0.0282
53.25,0.1493
53.5,0.1174
53.75,0.0099
54.0,0.0854
54.25,0.1204
54.5,0.0196
54.75,-0.106
55.0,0.0081
55.25,0.0138
55.5,0.0214
55.75,-0.0203
56.0,0.0311
56.25,0.0799
56.5,-0.0027
56.75,-0.013
57.0,0.007
57.25,-0.0045
57.5,0.136
57.75,0.0009
58.0,0.01
58.25,0.0172
58.5,0.0134
58.75,0.0132
59.0,0.1074
59.25,0.0
59.5,0.0476
59.75,0.0114
60.0,0.0345
60.25,-0.001
60.5,-0.0087
60.75,0.0481
61.0,0.1073
