time,ecg
0.0,0.004
0.25,0.0101
0.5,-0.1246
0.75,0.0043
1.0,0.0026
1.25,0.0244
1.5,0.022
1.75,-0.0071
2.0,0.0037
2.25,-0.1185
2.5,0.0258
2.75,0.047
3.0,0.0985
3.25,0.0208
3.5,0.0114
3.75,-0.1186
4.0,-0.0061
4.25,0.0103
4.5,0.0197
4.75,-0.0141
5.0,0.0493
5.25,0.0064
5.5,0.0043
5.75,0.076
6.0,0.0181
6.25,-0.0264
6.5,0.0123
6.75,0.0014
7.0,0.0413
7.25,-0.0101
7.5,0.021
7.75,0.0179
8.0,0.0022
8.25,0.0024
8.5,0.0689
8.75,0.0033
9.0,-0.0185
9.25,-0.0054
9.5,0.0393
9.75,0.0075
10.0,0.0142
10.25,-0.0142
10.5,0.1237
10.75,-0.0137
11.0,-0.005
11.25,0.0824
11.5,0.0191
11.75,-0.0178
12.0,-0.0219
12.25,-0.0057
12.5,0.0035
12.75,0.0393
13.0,0.0296
13.25,0.0142
13.5,-0.012
13.75,-0.0077
14.0,0.0119
14.25,0.0721
14.5,0.0191
14.75,0.1498
15.0,0.0073
15.25,0.0899
15.5,0.6527
15.75,0.008
16.0,-0.0009
16.25,-0.0027
16.5,0.122
16.75,-0.0234
17.0,0.137
17.25,0.0002
17.5,0.0409
17.75,-0.0184
18.0,0.6665
18.25,0.0053
18.5,-0.006
18.75,0.1325
19.0,0.0514
19.25,0.0233
19.5,0.0012
19.75,0.0135
20.0,0.153
20.25,0.0001
20.5,0.0034
20.75,0.0019
21.0,0.04
21.25,0.0852
21.5,0.0039
21.75,-0.0066
22.0,-0.0222
22.25,0.0163
22.5,0.0101
22.75,0.1646
23.0,-0.003
23.25,-0.0036
23.5,-0.0019
23.75,0.1523
24.0,0.1503
24.25,0.0026
24.5,0.0503
24.75,0.0441
25.0,0.0625
25.25,-0.0022
25.5,0.0191
25.75,-0.0108
26.0,0.0126
26.25,0.0008
26.5,0.0417
26.75,0.0013
27.0,-0.0189
27.25,0.0266
27.5,0.1139
27.75,0.0017
28.0,0.0226
28.25,0.0324
28.5,0.0194
28.75,0.0604
29.0,0.0553
29.25,-0.1165
29.5,-0.0384
29.75,0.4016
30.0,-0.0053
30.25,-0.0038
30.5,0.0174
30.75,0.0135
31.0,0.6621
31.25,-0.0159
31.5,-0.0336
31.75,0.0741
32.0,0.0403
32.25,-0.0969
32.5,0.0703
32.75,-0.0068
33.0,0.2285
33.25,0.0678
33.5,-0.0207
33.75,0.012
34.0,-0.0171
34.25,0.0016
34.5,0.1142
34.75,0.0345
35.0,-0.1181
35.25,0.0019
35.5,0.0075
35.75,0.0723
36.0,0.007
36.25,0.2918
36.5,-0.0078
36.75,-0.0109
37.0,-0.0002
37.25,0.0003
37.5,0.0246
37.75,-0.008
38.0,0.0482
