time,ecg
0.0,0.0052
0.25,0.0273
0.5,-0.0281
0.75,-0.015
1.0,0.0336
1.25,0.0084
1.5,0.078
1.75,0.0021
2.0,0.0034
2.25,0.0309
2.5,0.0023
2.75,0.1417
3.0,0.0289
3.25,-0.0084
3.5,0.1561
3.75,-0.1164
4.0,-0.0082
4.25,0.0017
4.5,0.1626
4.75,0.0174
5.0,0.0472
5.25,-0.0068
5.5,-0.0045
5.75,-0.0074
6.0,0.0243
6.25,-0.0118
6.5,-0.0098
6.75,-0.0153
7.0,-0.0042
7.25,-0.0002
7.5,0.0001
7.75,0.0136
8.0,-0.0218
8.25,0.1536
8.5,0.025
8.75,0.0051
9.0,0.0138
9.25,0.0819
9.5,-0.0853
9.75,-0.0102
10.0,0.0386
10.25,0.0028
10.5,0.0045
10.75,0.0054
11.0,0.0004
11.25,0.0016
11.5,-0.0306
11.75,-0.0094
12.0,0.1489
12.25,0.5802
12.5,0.1517
12.75,-0.0212
13.0,0.0005
13.25,-0.0144
13.5,0.1558
13.75,0.0763
14.0,0.0594
14.25,-0.0767
14.5,0.7597
14.75,-0.0029
15.0,0.0668
15.25,0.0153
15.5,0.0021
15.75,0.7371
16.0,0.0596
16.25,0.0888
16.5,0.0117
16.75,0.1124
17.0,0.0054
17.25,0.6565
17.5,0.0186
17.75,-0.001
18.0,0.76
18.25,0.0144
18.5,0.0538
18.75,0.0163
19.0,-0.0004
19.25,-0.0177
19.5,0.0296
19.75,0.1459
20.0,0.0078
20.25,0.1143
20.5,-0.0139
20.75,-0.0044
21.0,0.0527
21.25,0.0042
21.5,0.0304
21.75,0.0817
22.0,0.0828
22.25,0.1489
22.5,0.7597
22.75,0.0001
23.0,0.0204
23.25,0.1305
23.5,0.1344
23.75,0.0155
24.0,0.0053
24.25,0.0068
24.5,-0.005
24.75,-0.0079
25.0,0.0094
25.25,0.0002
25.5,0.0106
25.75,0.0636
26.0,-0.0077
26.25,-0.0053
26.5,-0.0008
26.75,0.0343
27.0,-0.0019
27.25,0.0008
27.5,-0.0041
27.75,-0.0122
28.0,-0.0409
28.25,0.1296
28.5,-0.0639
28.75,-0.0047
29.0,-0.1098
29.25,0.0365
29.5,0.0662
29.75,-0.0181
30.0,0.6448
30.25,0.1496
30.5,0.0081
30.75,0.0866
31.0,0.1558
31.25,0.0124
31.5,-0.0851
31.75,0.0823
32.0,0.0042
32.25,0.5264
32.5,0.0086
32.75,0.0124
33.0,0.0901
33.25,0.0774
33.5,0.0152
33.75,0.0201
34.0,-0.0174
34.25,0.0715
34.5,-0.0443
34.75,0.0016
35.0,0.088
35.25,0.0028
35.5,0.0509
35.75,0.1416
36.0,0.7237
36.25,-0.0034
36.5,0.0257
36.75,0.1373
37.0,0.0074
37.25,0.0098
37.5,0.1332
37.75,-0.1114
38.0,0.1407
38.25,-0.107
38.5,0.0001
38.75,-0.0369
39.0,0.1093
39.25,-0.0003
39.5,0.1399
39.75,-0.0086
40.0,-0.0333
40.25,-0.0014
40.5,0.0623
40.75,-0.0582
41.0,0.1193
41.25,0.0553
41.5,0.0094
41.75,-0.0013
42.0,0.1106
42.25,0.0155
42.5,0.0205
42.75,0.0034
43.0,-0.0126
43.25,0.1527
43.5,-0.0124
43.75,0.0058
44.0,-0.0196
44.25,0.0143
44.5,-0.0055
44.75,-0.0221
45.0,0.0322
45.25,0.3237
45.5,-0.0083
45.75,0.0478
46.0,0.1412
46.25,-0.0019
46.5,0.1452
46.75,0.0003
47.0,0.0108
47.25,0.0475
47.5,0.0228
47.75,0.1273
48.0,0.059
48.25,-0.0011
48.5,-0.0085
48.75,-0.0017
49.0,0.0014
49.25,0.0661
49.5,-0.0214
49.75,0.0056
50.0,0.6716
50.25,0.011
50.5,-0.0202
50.75,0.0667
51.0,-0.0227
51.25,0.0081
51.5,0.5547
51.75,0.015
52.0,-0.0859
52.25,0.0993
52.5,0.0034
52.75,0.0092
53.0,0.0161
53.25,0.025
53.5,0.0126
53.75,-0.0152
54.0,0.0144
54.25,-0.0054
54.5,0.01
54.75,0.132
55.0,0.1064
55.25,0.053
55.5,-0.0149
55.75,-0.0046
56.0,0.0018
56.25,0.0261
56.5,0.4941
56.75,-0.014
57.0,0.0165
57.25,0.0129
57.5,0.0159
57.75,0.0488
58.0,0.0924
58.25,-0.0145
58.5,0.0611
58.75,-0.0007
59.0,0.0251
59.25,-0.0094
59.5,-0.0031
59.75,0.0056
60.0,0.1206
60.25,-0.0382
60.5,-0.026
60.75,0.0089
61.0,-0.0262
61.25,0.0282
61.5,0.0007
61.75,0.0053
62.0,0.5125
62.25,-0.0193
62.5,-0.0012
62.75,0.0013
63.0,-0.0082
63.25,0.0264
63.5,-0.1276
63.75,0.0469
64.0,0.0502
64.25,-0.0131
64.5,-0.0096
64.75,0.1003
65.0,-0.0081
65.25,-0.0047
65.5,-0.0121
65.75,-0.0102
66.0,0.0077
66.25,0.0875
66.5,0.073
66.75,0.0116
67.0,0.0104
67.25,0.0023
67.5,-0.0049
67.75,0.1477
68.0,0.0019
68.25,0.0244
68.5,-0.0106
68.75,0.0991
69.0,-0.0011
69.25,0.0244
69.5,0.0305
69.75,0.0817
70.0,-0.0044
70.25,0.0411
70.5,-0.0048
70.75,-0.0274
71.0,-0.0109
71.25,0.0078
71.5,-0.0055
71.75,0.0758
72.0,0.1306
72.25,0.0048
72.5,0.0186
72.75,0.0202
73.0,-0.0013
73.25,0.0175
73.5,0.143
73.75,0.0204
74.0,0.0016
74.25,0.0006
74.5,0.0551
74.75,0.0692
75.0,0.1795
75.25,-0.0205
75.5,0.0035
75.75,0.4302
76.0,0.0991
76.25,0.0681
76.5,0.0592
76.75,0.129
77.0,0.1159
77.25,0.1325
77.5,0.1072
77.75,0.0283
78.0,-0.0326
78.25,0.0315
78.5,0.027
78.75,0.0098
79.0,0.0021
79.25,0.1003
79.5,-0.1208
79.75,-0.0016
80.0,-0.0211
80.25,0.0102
80.5,-0.0052
80.75,0.0591
81.0,0.0024
81.25,-0.0044
81.5,-0.0402
81.75,0.0138
82.0,-0.0152
82.25,0.011
82.5,0.1245
82.75,-0.0096
83.0,0.0077
83.25,0.1088
83.5,-0.0078
83.75,0.0042
84.0,0.1029
84.25,-0.0141
84.5,0.0592
84.75,0.0056
85.0,-0.0027
85.25,0.0055
85.5,-0.0014
85.75,-0.0167
86.0,0.072
86.25,0.0544
86.5,0.0057
86.75,0.01
87.0,0.0022
87.25,-0.0145
87.5,0.0088
87.75,0.004
88.0,-0.0028
88.25,-0.0224
88.5,0.0445
88.75,0.0077
89.0,-0.0012
89.25,0.1453
89.5,-0.0006
89.75,0.065
90.0,0.0041
90.25,-0.0005
90.5,0.0515
90.75,-0.0072
91.0,-0.0137
91.25,0.1526
91.5,0.1307
91.75,-0.0001
92.0,0.1277
92.25,-0.0116
92.5,0.0035
92.75,0.0851
93.0,0.0107
93.25,-0.007
93.5,0.0242
93.75,0.1226
94.0,-0.0923
94.25,-0.0123
94.5,0.155
94.75,0.0507
95.0,0.0617
95.25,0.007
95.5,-0.0965
95.75,-0.1352
96.0,0.1172
96.25,0.0069
96.5,0.0196
96.75,0.7488
97.0,0.0096
97.25,-0.0
97.5,0.1241
97.75,0.0055
98.0,0.0523
98.25,0.0652
98.5,0.1667
98.75,0.0571
99.0,0.0023
99.25,-0.0077
99.5,0.0272
99.75,0.0916
100.0,0.4889
100.25,0.0013
100.5,0.0625
100.75,0.0789
101.0,0.0184
101.25,-0.0208
101.5,0.0094
101.75,0.0169
102.0,0.014
102.25,0.0177
102.5,0.1216
102.75,-0.0064
103.0,-0.0202
103.25,0.0047
103.5,-0.0023
103.75,0.1642
104.0,0.081
104.25,0.0598
104.5,-0.1313
104.75,-0.0155
105.0,0.0956
105.25,0.1172
105.5,0.0017
105.75,0.0227
106.0,-0.003
106.25,-0.0083
106.5,0.025
106.75,0.0903
107.0,0.0837
107.25,0.0016
107.5,0.0097
107.75,0.0175
108.0,-0.0031
108.25,0.4315
108.5,-0.0038
108.75,0.0148
109.0,-0.0135
109.25,-0.0043
109.5,0.0079
109.75,-0.0009
110.0,-0.0083
110.25,-0.01
110.5,0.0911
110.75,0.0101
111.0,0.1074
111.25,0.0186
111.5,0.0082
111.75,0.1058
112.0,0.0139
112.25,0.0342
112.5,0.0081
112.75,-0.0213
113.0,0.0097
113.25,-0.0034
113.5,0.0973
113.75,0.5534
114.0,-0.0004
114.25,-0.0059
114.5,-0.0132
114.75,0.043
115.0,0.7308
115.25,0.084
115.5,0.0611
115.75,0.0042
116.0,0.0005
116.25,0.0882
116.5,-0.0136
116.75,0.0067
117.0,0.275
117.25,0.1251
117.5,0.0063
117.75,-0.0325
118.0,-0.0601
118.25,0.0016
118.5,0.013
118.75,0.0921
119.0,-0.0201
119.25,0.0069
119.5,0.1523
119.75,0.5566
120.0,-0.0092
120.25,-0.0013
120.5,0.0872
120.75,0.064
121.0,0.1218
121.25,0.1254
121.5,-0.0172
121.75,0.0015
122.0,-0.0068
122.25,0.0003
122.5,0.0837
122.75,0.1454
123.0,0.3153
123.25,0.0681
123.5,0.0705
123.75,-0.0352
124.0,0.0221
124.25,0.0673
124.5,0.7746
124.75,-0.0157
125.0,0.0552
125.25,0.0011
125.5,-0.0099
125.75,-0.0041
126.0,-0.0218
126.25,-0.008
126.5,-0.0097
126.75,0.0149
127.0,0.0035
127.25,0.0181
127.5,0.1387
127.75,0.0029
128.0,0.1482
128.25,-0.0154
128.5,0.0195
128.75,-0.0041
129.0,0.0561
129.25,-0.0063
129.5,0.0203
129.75,0.0134
130.0,0.0179
130.25,0.0058
130.5,0.104
130.75,0.0442
131.0,0.0002
131.25,-0.0033
131.5,0.0028
131.75,0.0008
132.0,0.0132
132.25,0.0027
132.5,0.0863
132.75,0.1633
133.0,0.7662
133.25,0.0673
133.5,0.0082
133.75,0.0752
134.0,0.0174
134.25,0.0235
134.5,0.1634
134.75,0.0233
135.0,-0.0038
135.25,0.0473
135.5,0.8082
135.75,-0.0323
136.0,0.1045
136.25,0.0471
136.5,0.0072
136.75,0.0069
137.0,-0.0024
137.25,0.0001
137.5,-0.1031
137.75,-0.0042
138.0,0.0013
138.25,0.1194
138.5,-0.0145
138.75,0.0091
139.0,0.4402
139.25,-0.0019
139.5,-0.0151
139.75,-0.0086
140.0,0.0773
140.25,0.016
140.5,0.0048
140.75,0.0165
141.0,0.0517
141.25,0.7877
141.5,-0.0093
141.75,-0.0126
142.0,0.0063
142.25,0.0102
142.5,-0.025
142.75,0.0002
143.0,0.1512
143.25,0.0315
143.5,0.1246
