time,ecg
0.0,0.0103
0.25,-0.0048
0.5,0.0003
0.75,0.0501
1.0,-0.0105
1.25,0.0059
1.5,0.0324
1.75,0.0099
2.0,-0.0025
2.25,0.0887
2.5,0.0627
2.75,0.0021
3.0,0.1217
3.25,0.8225
3.5,0.0148
3.75,-0.0081
4.0,-0.0696
4.25,0.0064
4.5,0.0274
4.75,0.0121
5.0,0.799
5.25,-0.0069
5.5,0.1034
5.75,0.0616
6.0,-0.0003
6.25,0.154
6.5,-0.019
6.75,0.1133
7.0,-0.0074
7.25,0.0032
7.5,0.0157
7.75,-0.0112
8.0,0.0595
8.25,0.0008
8.5,-0.0144
8.75,0.0759
9.0,-0.0029
9.25,0.0614
9.5,0.0112
9.75,0.0272
10.0,0.02
10.25,0.043
10.5,0.0086
10.75,0.0319
11.0,0.1382
11.25,0.0632
11.5,0.1405
11.75,0.0159
12.0,0.0118
12.25,0.0051
12.5,-0.0099
12.75,-0.0192
13.0,0.6871
13.25,0.0832
13.5,0.1282
13.75,0.0503
14.0,-0.0082
14.25,-0.0087
14.5,-0.1153
14.75,-0.0188
15.0,-0.0075
15.25,-0.0008
15.5,0.0111
15.75,0.0471
16.0,-0.0014
16.25,0.1319
16.5,0.0048
16.75,0.0019
17.0,0.7748
17.25,-0.0028
17.5,0.0821
17.75,0.1008
18.0,0.0094
18.25,0.0143
18.5,-0.0529
18.75,0.0021
19.0,0.4141
19.25,0.0177
19.5,0.004
19.75,0.0159
20.0,0.0106
20.25,-0.0029
20.5,0.0038
20.75,-0.0164
21.0,0.0139
21.25,-0.0074
21.5,0.0689
21.75,0.1203
22.0,0.2487
22.25,0.0162
22.5,0.0573
22.75,0.0404
23.0,0.0254
23.25,-0.0011
23.5,-0.0087
23.75,-0.0201
24.0,-0.0114
24.25,-0.0253
24.5,0.0034
24.75,-0.0215
25.0,-0.0027
25.25,0.0123
25.5,0.0021
25.75,0.7837
26.0,0.0011
26.25,0.0051
26.5,-0.0069
26.75,-0.0117
27.0,-0.004
27.25,0.0009
27.5,0.0052
27.75,0.1122
28.0,0.0567
28.25,0.0087
28.5,-0.0174
28.75,0.0136
29.0,-0.0061
29.25,0.6989
29.5,0.0078
29.75,0.1154
30.0,-0.0019
30.25,-0.0007
30.5,0.0711
30.75,0.1256
31.0,0.0227
31.25,-0.0279
31.5,-0.0066
31.75,-0.0033
32.0,0.0091
32.25,-0.0095
32.5,-0.0166
32.75,-0.0153
33.0,0.0135
33.25,0.046
33.5,0.0209
33.75,-0.0188
34.0,-0.0152
34.25,0.0045
34.5,0.1394
34.75,0.0068
35.0,-0.0043
35.25,0.4513
35.5,0.1136
35.75,0.0307
36.0,0.0525
36.25,0.0051
36.5,0.0511
36.75,0.0131
37.0,0.0715
37.25,0.0871
37.5,-0.0059
37.75,-0.0201
38.0,0.0144
38.25,0.0109
38.5,-0.0033
38.75,-0.0008
39.0,0.065
39.25,0.0851
39.5,0.0024
39.75,0.0101
40.0,0.0084
40.25,0.004
40.5,0.725
40.75,-0.0047
41.0,0.0308
41.25,-0.0016
41.5,0.0056
41.75,-0.0014
42.0,0.0045
42.25,-0.005
42.5,0.0385
42.75,0.0118
43.0,0.0833
43.25,-0.0063
43.5,0.0082
43.75,-0.006
44.0,0.0047
44.25,0.0812
44.5,0.1506
44.75,0.0141
45.0,-0.0103
45.25,0.0026
45.5,0.0643
45.75,0.1165
46.0,0.0155
46.25,-0.0583
46.5,-0.0306
46.75,-0.0085
47.0,0.3702
47.25,0.0383
47.5,0.0045
47.75,0.0142
48.0,0.0072
48.25,-0.0169
48.5,0.012
48.75,-0.0176
49.0,0.0096
49.25,0.0128
49.5,0.0111
49.75,-0.0055
50.0,0.6478
50.25,0.0026
50.5,-0.1065
50.75,0.0236
51.0,0.0035
51.25,0.1397
51.5,-0.0139
51.75,0.1013
52.0,0.0148
52.25,0.0157
52.5,0.0521
52.75,0.0159
53.0,-0.0099
53.25,0.0056
53.5,0.0082
53.75,-0.1165
54.0,0.0249
54.25,-0.0091
54.5,0.0039
54.75,0.057
55.0,0.1595
55.25,0.1237
55.5,0.0216
55.75,-0.019
56.0,0.0217
56.25,-0.032
56.5,-0.0046
56.75,0.0309
57.0,0.0562
57.25,-0.0029
57.5,0.1218
57.75,0.0038
58.0,0.0008
58.25,0.0015
58.5,0.0623
58.75,-0.0148
59.0,-0.0034
59.25,0.0747
59.5,-0.0033
59.75,-0.0257
60.0,0.0345
60.25,0.1047
60.5,-0.0365
60.75,-0.001
61.0,0.1294
61.25,-0.0041
61.5,0.1367
61.75,-0.0027
62.0,-0.0042
62.25,-0.0173
62.5,0.0111
62.75,-0.0063
63.0,0.0063
63.25,0.0715
63.5,0.0924
63.75,0.0212
64.0,0.0142
64.25,0.0548
64.5,0.7505
64.75,0.0124
65.0,0.0242
65.25,-0.0067
65.5,0.0757
65.75,0.1418
66.0,0.0622
66.25,0.1506
66.5,0.0102
66.75,0.0113
67.0,-0.0071
67.25,0.0875
67.5,0.0854
67.75,-0.019
68.0,0.1216
68.25,-0.008
68.5,-0.0268
