time,ecg
0.0,-0.0313
0.25,-0.0073
0.5,0.0156
0.75,-0.0087
1.0,0.011
1.25,-0.0157
1.5,0.5282
1.75,0.033
2.0,-0.0295
2.25,0.0032
2.5,0.6209
2.75,0.0175
3.0,-0.0048
3.25,0.0059
3.5,-0.0686
3.75,-0.0087
4.0,0.0371
4.25,0.814
4.5,0.0516
4.75,-0.0086
5.0,-0.0006
5.25,0.0608
5.5,0.0232
5.75,0.0073
6.0,0.1051
6.25,0.0093
6.5,0.0625
6.75,0.6995
7.0,0.0188
7.25,-0.0106
7.5,-0.007
7.75,0.0209
8.0,0.1501
8.25,0.0643
8.5,-0.1057
8.75,0.0101
9.0,0.5269
9.25,-0.0061
9.5,0.0681
9.75,0.0206
10.0,0.0106
10.25,0.0509
10.5,-0.0053
10.75,0.009
11.0,-0.006
11.25,0.0002
11.5,0.0118
11.75,0.0681
12.0,0.0214
12.25,-0.0082
12.5,0.0561
12.75,0.0072
13.0,0.3492
13.25,0.0228
13.5,0.0816
13.75,0.0772
14.0,-0.023
14.25,-0.0149
14.5,-0.0121
14.75,-0.0031
15.0,0.1172
15.25,0.169
15.5,-0.0134
15.75,0.2191
16.0,0.0168
16.25,0.0737
16.5,-0.0092
16.75,0.0478
17.0,-0.0159
17.25,0.0177
17.5,0.003
17.75,0.0015
18.0,0.0039
18.25,-0.013
18.5,-0.0308
18.75,0.002
19.0,0.0242
19.25,-0.0034
19.5,0.0702
19.75,0.016
20.0,0.7307
20.25,-0.0095
20.5,-0.0189
20.75,0.005
21.0,0.0034
21.25,0.0475
21.5,0.0038
21.75,0.006
22.0,0.0092
22.25,0.0097
22.5,0.479
22.75,-0.0095
23.0,-0.0101
23.25,0.0841
23.5,0.0076
23.75,-0.0083
24.0,0.0496
24.25,0.0214
24.5,0.0504
24.75,0.0734
25.0,0.0212
25.25,0.006
25.5,0.0039
25.75,0.1362
26.0,0.8058
26.25,0.1366
26.5,-0.0411
26.75,0.0705
27.0,0.0755
27.25,0.0189
27.5,0.5629
27.75,0.0008
28.0,0.0295
28.25,-0.0142
28.5,0.1289
28.75,-0.0037
29.0,0.0063
29.25,-0.0094
29.5,-0.011
29.75,0.0067
30.0,-0.0073
30.25,-0.0088
30.5,-0.015
30.75,0.0121
31.0,0.0052
31.25,0.0061
31.5,0.0057
31.75,0.0046
32.0,0.0062
32.25,0.0497
32.5,-0.0002
32.75,0.0424
33.0,0.0951
33.25,0.2516
33.5,0.003
33.75,-0.0042
34.0,-0.0051
34.25,0.0089
34.5,0.0027
34.75,-0.005
35.0,0.0021
35.25,-0.0119
35.5,0.518
35.75,-0.0147
36.0,0.0
36.25,-0.0154
36.5,-0.0001
36.75,0.0096
37.0,0.0167
37.25,-0.0218
37.5,0.7889
37.75,-0.0149
38.0,0.0204
38.25,0.1416
38.5,-0.0115
38.75,0.1088
39.0,0.1015
39.25,0.0045
39.5,-0.004
39.75,0.1308
40.0,-0.0074
40.25,0.6196
40.5,0.1324
40.75,0.1458
41.0,0.0062
41.25,0.0099
41.5,-0.009
41.75,0.0491
42.0,0.0161
42.25,0.0491
42.5,0.0059
42.75,-0.0183
