time,ecg
0.0,0.003
0.25,-0.0239
0.5,-0.0086
0.75,0.0523
1.0,-0.0063
1.25,0.0674
1.5,0.0141
1.75,0.0069
2.0,0.0093
2.25,0.1178
2.5,0.0188
2.75,0.0022
3.0,0.1149
3.25,-0.003
3.5,0.0188
3.75,-0.0037
4.0,0.0008
4.25,0.0558
4.5,0.0016
4.75,-0.031
5.0,-0.0112
5.25,0.1206
5.5,-0.1295
5.75,-0.0024
6.0,0.0006
6.25,0.0194
6.5,-0.0108
6.75,0.1418
7.0,-0.0183
7.25,0.0164
7.5,-0.0094
7.75,0.2941
8.0,0.005
8.25,0.0878
8.5,0.1601
8.75,0.0082
9.0,0.006
9.25,0.0732
9.5,0.0024
9.75,-0.0111
10.0,-0.0012
10.25,-0.0133
10.5,-0.036
10.75,0.0038
11.0,-0.0162
11.25,-0.0049
11.5,0.1147
11.75,-0.0023
12.0,0.0465
12.25,-0.0091
12.5,0.1418
12.75,0.0837
13.0,0.1162
13.25,-0.0091
13.5,-0.0155
13.75,0.0129
14.0,0.7481
14.25,0.2378
14.5,-0.0046
14.75,0.1493
15.0,-0.003
15.25,-0.015
15.5,0.8225
15.75,-0.0218
16.0,0.0068
16.25,0.0034
16.5,0.0847
16.75,-0.0025
17.0,0.1288
17.25,0.1009
17.5,-0.0043
17.75,0.0737
18.0,0.1493
18.25,0.0405
18.5,0.1283
18.75,-0.0096
19.0,-0.0069
19.25,0.0035
19.5,0.0119
19.75,-0.0099
20.0,0.0244
20.25,0.0768
20.5,0.0616
20.75,0.5502
21.0,0.0894
21.25,-0.0095
21.5,-0.0119
21.75,-0.0049
22.0,-0.0032
22.25,-0.0295
22.5,-0.0143
22.75,-0.023
23.0,-0.021
23.25,-0.0061
23.5,0.0272
23.75,0.0036
24.0,-0.0006
24.25,0.4896
24.5,0.0928
24.75,0.0671
25.0,0.0607
25.25,0.1264
25.5,0.0298
25.75,0.1286
26.0,0.7155
26.25,0.1573
26.5,0.0291
26.75,-0.0343
27.0,0.003
27.25,0.0022
27.5,0.0876
27.75,0.02
28.0,-0.0088
28.25,0.107
28.5,-0.0049
28.75,-0.125
29.0,0.1288
29.25,0.0254
29.5,0.0063
29.75,-0.008
30.0,0.1439
30.25,0.7204
30.5,0.0653
30.75,0.0942
31.0,-0.0293
31.25,0.1151
31.5,-0.0076
31.75,0.007
32.0,0.1219
32.25,0.1241
32.5,0.0088
