time,ecg
0.0,0.0084
0.25,0.0379
0.5,-0.0027
0.75,0.0334
1.0,-0.0107
1.25,0.1469
1.5,-0.0131
1.75,-0.0019
2.0,-0.0131
2.25,0.4206
2.5,0.0074
2.75,0.1523
3.0,0.0327
3.25,0.5555
3.5,0.0051
3.75,-0.0093
4.0,-0.0581
4.25,0.0025
4.5,0.1236
4.75,-0.0078
5.0,0.0566
5.25,0.1154
5.5,0.021
5.75,0.1522
6.0,0.0231
6.25,0.0728
6.5,0.0101
6.75,0.0266
7.0,-0.015
7.25,0.1306
7.5,-0.0044
7.75,0.1062
8.0,0.0668
8.25,-0.002
8.5,0.5882
8.75,0.124
9.0,-0.0093
9.25,0.0155
9.5,0.5239
9.75,0.0038
10.0,0.0182
10.25,0.0679
10.5,0.0056
10.75,0.0619
11.0,-0.0272
11.25,0.0067
11.5,0.0192
11.75,0.0028
12.0,-0.0112
12.25,0.118
12.5,-0.0071
12.75,0.0005
13.0,0.1171
13.25,-0.0067
13.5,0.0617
13.75,0.0037
14.0,0.6077
14.25,0.0053
14.5,0.0074
14.75,0.0539
15.0,0.0207
15.25,0.0085
15.5,0.0023
15.75,0.0086
16.0,-0.0088
16.25,0.0063
16.5,0.1129
16.75,0.0944
17.0,0.0014
17.25,0.0818
17.5,0.1202
17.75,-0.0023
18.0,0.0217
18.25,0.1389
18.5,-0.009
18.75,-0.0332
19.0,0.0565
19.25,0.0161
19.5,-0.0064
19.75,0.0016
20.0,0.0014
20.25,-0.0128
20.5,0.0098
20.75,0.1409
21.0,-0.0051
21.25,-0.0138
21.5,0.1196
21.75,0.0042
22.0,-0.0213
22.25,0.0007
22.5,-0.1059
22.75,0.0248
23.0,0.1178
23.25,-0.0681
23.5,0.0125
23.75,0.0585
24.0,0.0067
24.25,0.0228
24.5,-0.0224
24.75,0.1375
25.0,-0.0148
25.25,-0.0099
25.5,0.0685
25.75,0.0099
26.0,0.0426
26.25,0.0336
26.5,0.081
26.75,0.0078
27.0,0.0005
27.25,-0.0017
27.5,0.082
27.75,0.0177
28.0,0.7251
28.25,0.0052
28.5,0.0046
28.75,0.0254
29.0,0.0703
29.25,-0.0075
29.5,0.8032
29.75,-0.013
30.0,0.101
30.25,0.134
30.5,0.1449
30.75,0.0427
31.0,0.0569
31.25,0.1406
31.5,-0.0055
31.75,-0.0679
32.0,-0.007
32.25,0.0123
32.5,-0.0145
32.75,0.0029
33.0,0.1478
33.25,0.1201
33.5,0.0156
33.75,-0.0091
34.0,0.0808
34.25,-0.0052
34.5,0.0474
34.75,-0.0107
35.0,0.0091
35.25,0.7782
35.5,0.0014
35.75,0.003
36.0,0.0085
36.25,0.1202
36.5,-0.005
36.75,-0.0123
37.0,-0.0044
37.25,-0.0023
37.5,0.0113
37.75,-0.1029
38.0,-0.0206
38.25,0.0085
38.5,0.0858
38.75,-0.0093
39.0,-0.0987
39.25,-0.0037
39.5,-0.0129
39.75,0.109
40.0,0.0015
40.25,0.0715
40.5,0.0757
40.75,-0.0046
41.0,0.1518
41.25,0.0329
41.5,0.1129
41.75,0.0065
42.0,0.0104
42.25,0.1139
42.5,-0.0043
42.75,0.0411
43.0,-0.0119
43.25,-0.008
43.5,-0.0079
43.75,-0.003
44.0,0.054
44.25,0.1052
44.5,-0.0155
44.75,-0.0067
45.0,0.0199
45.25,-0.0149
45.5,-0.0445
45.75,0.0179
46.0,-0.0235
46.25,0.0093
46.5,0.0637
46.75,-0.0058
47.0,0.0041
47.25,0.0041
47.5,0.0145
47.75,-0.0001
48.0,0.0124
48.25,-0.0034
48.5,0.0047
48.75,-0.0158
49.0,0.0172
49.25,-0.0064
49.5,0.0925
49.75,0.0056
50.0,0.0053
50.25,0.0025
